INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Joseph Castillo PhD', 'phd_joseph@example.com', '9476123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Christopher Huber', 'huber_christopher@example.com', '9800123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Julian Davis', 'davis_julian@example.com', '9439123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Richard Jenkins', 'jenkins_richard@example.com', '9419123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Gregory Phillips', 'phillips_gregory@example.com', '9397123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Mark Hicks', 'hicks_mark@example.com', '9897123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Christopher Harris', 'harris_christopher@example.com', '9549123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Joshua Meyer', 'meyer_joshua@example.com', '9318123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Brian Castro', 'castro_brian@example.com', '9566123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Tony Santiago', 'santiago_tony@example.com', '9163123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Brian Cruz', 'cruz_brian@example.com', '9202123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Kathryn Clark', 'clark_kathryn@example.com', '9175123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Stephen Morrow', 'morrow_stephen@example.com', '9307123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Rebecca Sherman', 'sherman_rebecca@example.com', '9780123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Carly Torres', 'torres_carly@example.com', '9117123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Dale Bond', 'bond_dale@example.com', '9652123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Janet Wiggins', 'wiggins_janet@example.com', '9436123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jessica Sharp', 'sharp_jessica@example.com', '9376123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Andrew Hale', 'hale_andrew@example.com', '9790123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Phillip Strickland', 'strickland_phillip@example.com', '9353123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Brandon Casey', 'casey_brandon@example.com', '9996123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Eric Weaver', 'weaver_eric@example.com', '9992123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Steven Yates', 'yates_steven@example.com', '9194123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Steven Franco', 'franco_steven@example.com', '9299123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Mark Hernandez', 'hernandez_mark@example.com', '9284123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Diane Williams', 'williams_diane@example.com', '9158123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jessica Davenport', 'davenport_jessica@example.com', '9938123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Michael White', 'white_michael@example.com', '9588123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'George Herrera', 'herrera_george@example.com', '9292123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Natalie Raymond', 'raymond_natalie@example.com', '9268123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Bryan Cervantes', 'cervantes_bryan@example.com', '9471123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Ryan Brown', 'brown_ryan@example.com', '9924123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Lori Miller', 'miller_lori@example.com', '9234123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Kelly Lamb', 'lamb_kelly@example.com', '9427123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jordan Marsh', 'marsh_jordan@example.com', '9988123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'John Turner', 'turner_john@example.com', '9525123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jonathan Morales', 'morales_jonathan@example.com', '9693123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Wesley Anderson II', 'ii_wesley@example.com', '9260123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Amanda Torres', 'torres_amanda@example.com', '9405123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Lonnie Marks', 'marks_lonnie@example.com', '9798123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jessica Black', 'black_jessica@example.com', '9706123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jennifer Jenkins', 'jenkins_jennifer@example.com', '9240123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Christopher Flores', 'flores_christopher@example.com', '9889123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Lori Hill', 'hill_lori@example.com', '9230123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Margaret Shah', 'shah_margaret@example.com', '9348123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Miranda Day MD', 'md_miranda@example.com', '9440123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Marissa Hernandez', 'hernandez_marissa@example.com', '9475123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Mrs. Norma May', 'may_mrs.@example.com', '9396123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Regina Howard', 'howard_regina@example.com', '9858123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Anthony Morrison', 'morrison_anthony@example.com', '9186123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Joseph Grant', 'grant_joseph@example.com', '9635123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Kristen Grant', 'grant_kristen@example.com', '9761123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Charles Russell', 'russell_charles@example.com', '9885123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Kara Chen', 'chen_kara@example.com', '9295123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Nicholas Wilcox', 'wilcox_nicholas@example.com', '9688123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Barbara Ramirez', 'ramirez_barbara@example.com', '9365123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'John Newman', 'newman_john@example.com', '9926123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Luis Bird', 'bird_luis@example.com', '9540123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Corey Miller', 'miller_corey@example.com', '9467123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Chloe Ward', 'ward_chloe@example.com', '9112123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Alyssa Hicks', 'hicks_alyssa@example.com', '9996123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Pamela Reese', 'reese_pamela@example.com', '9173123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Jodi Doyle', 'doyle_jodi@example.com', '9751123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Debra Skinner', 'skinner_debra@example.com', '9563123456');
INSERT INTO CUSTOMERS (CUSTOMER_ID, CUSTOMER_NAME, EMAIL, MOBILE_NO) VALUES (CUSTOMER_ID_SEQ.NEXTVAL, 'Patrick Washington', 'washington_patrick@example.com', '9474123456');
